REF_DATE,GEO,Finfish and shellfish,Production,SCALAR_FACTOR,VALUE,STATUS
2020,Newfoundland and Labrador,Total finfish,Tonnes,units,7802,
2020,Newfoundland and Labrador,Total finfish,Dollars,thousands,51665,
2020,Newfoundland and Labrador,Total shellfish,Tonnes,units,2818,
2020,Newfoundland and Labrador,Total shellfish,Dollars,thousands,5940,
2020,Prince Edward Island,Total aquaculture,Tonnes,units,15420,
2020,Prince Edward Island,Total aquaculture,Dollars,thousands,31022,
2020,Prince Edward Island,Total finfish,Tonnes,units,627,
2020,Prince Edward Island,Total finfish,Dollars,thousands,4150,
2020,Prince Edward Island,Total shellfish,Tonnes,units,14793,
2020,Prince Edward Island,Total shellfish,Dollars,thousands,26872,
2020,Nova Scotia,Total aquaculture,Tonnes,units,12719,
2020,Nova Scotia,Total aquaculture,Dollars,thousands,90158,
2020,Nova Scotia,Total finfish,Tonnes,units,11710,
2020,Nova Scotia,Total finfish,Dollars,thousands,79699,
2020,Nova Scotia,Total shellfish,Tonnes,units,1009,
2020,Nova Scotia,Total shellfish,Dollars,thousands,10459,
2020,New Brunswick,Total aquaculture,Tonnes,units,20744,
2020,New Brunswick,Total aquaculture,Dollars,thousands,139402,
2020,New Brunswick,Total finfish,Tonnes,units,18900,
2020,New Brunswick,Total finfish,Dollars,thousands,125159,
2020,New Brunswick,Total shellfish,Tonnes,units,1844,
2020,New Brunswick,Total shellfish,Dollars,thousands,14243,
2020,Quebec,Total aquaculture,Tonnes,units,1410,
2020,Quebec,Total aquaculture,Dollars,thousands,11474,
2020,Quebec,Total finfish,Tonnes,units,921,
2020,Quebec,Total finfish,Dollars,thousands,7977,
2020,Quebec,Total shellfish,Tonnes,units,489,
2020,Quebec,Total shellfish,Dollars,thousands,3497,
2020,Ontario,Total aquaculture,Tonnes,units,5913,
2020,Ontario,Total aquaculture,Dollars,thousands,33800,
2020,Ontario,Total finfish,Tonnes,units,5913,
2020,Ontario,Total finfish,Dollars,thousands,33800,
2020,Ontario,Total shellfish,Tonnes,units,0,
2020,Ontario,Total shellfish,Dollars,thousands,0,
2020,Manitoba,Total aquaculture,Tonnes,units,,x
2020,Manitoba,Total aquaculture,Dollars,thousands,,x
2020,Manitoba,Total finfish,Tonnes,units,,x
2020,Manitoba,Total finfish,Dollars,thousands,,x
2020,Manitoba,Total shellfish,Tonnes,units,,..
2020,Manitoba,Total shellfish,Dollars,thousands,,..
2020,Saskatchewan,Total aquaculture,Tonnes,units,,x
2020,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2020,Saskatchewan,Total finfish,Tonnes,units,,x
2020,Saskatchewan,Total finfish,Dollars,thousands,,x
2020,Saskatchewan,Total shellfish,Tonnes,units,,..
2020,Saskatchewan,Total shellfish,Dollars,thousands,,..
2020,Alberta,Total aquaculture,Tonnes,units,,x
2020,Alberta,Total aquaculture,Dollars,thousands,,x
2020,Alberta,Total finfish,Tonnes,units,,x
2020,Alberta,Total finfish,Dollars,thousands,,x
2020,Alberta,Total shellfish,Tonnes,units,,..
2020,Alberta,Total shellfish,Dollars,thousands,,..
2020,British Columbia,Total aquaculture,Tonnes,units,98486,
2020,British Columbia,Total aquaculture,Dollars,thousands,665139,
2020,British Columbia,Total finfish,Tonnes,units,92010,
2020,British Columbia,Total finfish,Dollars,thousands,645837,
2020,British Columbia,Total shellfish,Tonnes,units,6476,
2020,British Columbia,Total shellfish,Dollars,thousands,19302,
2021,Canada,Total aquaculture,Tonnes,units,188216,
2021,Canada,Total aquaculture,Dollars,thousands,1337153,
2021,Canada,Total finfish,Tonnes,units,148735,
2021,Canada,Total finfish,Dollars,thousands,1223143,
2021,Canada,Total shellfish,Tonnes,units,39481,
2021,Canada,Total shellfish,Dollars,thousands,114010,
2021,Newfoundland and Labrador,Total aquaculture,Tonnes,units,19635,
2021,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,144915,
2021,Newfoundland and Labrador,Total finfish,Tonnes,units,15904,
2021,Newfoundland and Labrador,Total finfish,Dollars,thousands,138335,
2021,Newfoundland and Labrador,Total shellfish,Tonnes,units,3731,
2021,Newfoundland and Labrador,Total shellfish,Dollars,thousands,6580,
2021,Prince Edward Island,Total aquaculture,Tonnes,units,21753,
2021,Prince Edward Island,Total aquaculture,Dollars,thousands,49200,
2021,Prince Edward Island,Total finfish,Tonnes,units,483,
2021,Prince Edward Island,Total finfish,Dollars,thousands,4200,
2021,Prince Edward Island,Total shellfish,Tonnes,units,21270,
2021,Prince Edward Island,Total shellfish,Dollars,thousands,45000,
2021,Nova Scotia,Total aquaculture,Tonnes,units,11057,
2021,Nova Scotia,Total aquaculture,Dollars,thousands,82983,
2021,Nova Scotia,Total finfish,Tonnes,units,8968,
2021,Nova Scotia,Total finfish,Dollars,thousands,71447,
2021,Nova Scotia,Total shellfish,Tonnes,units,2089,
2021,Nova Scotia,Total shellfish,Dollars,thousands,11536,
2021,New Brunswick,Total aquaculture,Tonnes,units,29869,
2021,New Brunswick,Total aquaculture,Dollars,thousands,259879,
2021,New Brunswick,Total finfish,Tonnes,units,27423,
2021,New Brunswick,Total finfish,Dollars,thousands,238531,
2021,New Brunswick,Total shellfish,Tonnes,units,2446,
2021,New Brunswick,Total shellfish,Dollars,thousands,21348,
2021,Quebec,Total aquaculture,Tonnes,units,1263,
2021,Quebec,Total aquaculture,Dollars,thousands,11915,
2021,Quebec,Total finfish,Tonnes,units,1028,
2021,Quebec,Total finfish,Dollars,thousands,8798,
2021,Quebec,Total shellfish,Tonnes,units,235,
2021,Quebec,Total shellfish,Dollars,thousands,3117,
2021,Ontario,Total aquaculture,Tonnes,units,6115,
2021,Ontario,Total aquaculture,Dollars,thousands,38322,
2021,Ontario,Total finfish,Tonnes,units,6115,
2021,Ontario,Total finfish,Dollars,thousands,38322,
2021,Ontario,Total shellfish,Tonnes,units,0,
2021,Ontario,Total shellfish,Dollars,thousands,0,
2021,Manitoba,Total aquaculture,Tonnes,units,,x
2021,Manitoba,Total aquaculture,Dollars,thousands,,x
2021,Manitoba,Total finfish,Tonnes,units,,x
2021,Manitoba,Total finfish,Dollars,thousands,,x
2021,Manitoba,Total shellfish,Tonnes,units,,..
2021,Manitoba,Total shellfish,Dollars,thousands,,..
2021,Saskatchewan,Total aquaculture,Tonnes,units,,x
2021,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2021,Saskatchewan,Total finfish,Tonnes,units,,x
2021,Saskatchewan,Total finfish,Dollars,thousands,,x
2021,Saskatchewan,Total shellfish,Tonnes,units,,..
2021,Saskatchewan,Total shellfish,Dollars,thousands,,..
2021,Alberta,Total aquaculture,Tonnes,units,,x
2021,Alberta,Total aquaculture,Dollars,thousands,,x
2021,Alberta,Total finfish,Tonnes,units,,x
2021,Alberta,Total finfish,Dollars,thousands,,x
2021,Alberta,Total shellfish,Tonnes,units,,..
2021,Alberta,Total shellfish,Dollars,thousands,,..
2021,British Columbia,Total aquaculture,Tonnes,units,96219,
2021,British Columbia,Total aquaculture,Dollars,thousands,739154,
2021,British Columbia,Total finfish,Tonnes,units,86509,
2021,British Columbia,Total finfish,Dollars,thousands,712724,
2021,British Columbia,Total shellfish,Tonnes,units,9710,
2021,British Columbia,Total shellfish,Dollars,thousands,26430,
2022,Canada,Total aquaculture,Tonnes,units,167609,
2022,Canada,Total aquaculture,Dollars,thousands,1343867,
2022,Canada,Total finfish,Tonnes,units,127085,
2022,Canada,Total finfish,Dollars,thousands,1218592,
2022,Canada,Total shellfish,Tonnes,units,40525,
2022,Canada,Total shellfish,Dollars,thousands,125274,
2022,Newfoundland and Labrador,Total aquaculture,Tonnes,units,12978,
2022,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,71650,
2022,Newfoundland and Labrador,Total finfish,Tonnes,units,8232,
2022,Newfoundland and Labrador,Total finfish,Dollars,thousands,63280,
2022,Newfoundland and Labrador,Total shellfish,Tonnes,units,4746,
2022,Newfoundland and Labrador,Total shellfish,Dollars,thousands,8370,
2022,Prince Edward Island,Total aquaculture,Tonnes,units,21901,
2022,Prince Edward Island,Total aquaculture,Dollars,thousands,49708,
2022,Prince Edward Island,Total finfish,Tonnes,units,566,
2022,Prince Edward Island,Total finfish,Dollars,thousands,4350,
2022,Prince Edward Island,Total shellfish,Tonnes,units,21335,
2022,Prince Edward Island,Total shellfish,Dollars,thousands,45358,
2022,Nova Scotia,Total aquaculture,Tonnes,units,15239,
2022,Nova Scotia,Total aquaculture,Dollars,thousands,158015,
2022,Nova Scotia,Total finfish,Tonnes,units,13910,
2022,Nova Scotia,Total finfish,Dollars,thousands,144306,
2022,Nova Scotia,Total shellfish,Tonnes,units,1328,
2022,Nova Scotia,Total shellfish,Dollars,thousands,13709,
2022,New Brunswick,Total aquaculture,Tonnes,units,11994,
2022,New Brunswick,Total aquaculture,Dollars,thousands,97667,
2022,New Brunswick,Total finfish,Tonnes,units,9593,
2022,New Brunswick,Total finfish,Dollars,thousands,73743,
2022,New Brunswick,Total shellfish,Tonnes,units,2401,
2022,New Brunswick,Total shellfish,Dollars,thousands,23924,
2022,Quebec,Total aquaculture,Tonnes,units,1367,
2022,Quebec,Total aquaculture,Dollars,thousands,12059,
2022,Quebec,Total finfish,Tonnes,units,969,
2022,Quebec,Total finfish,Dollars,thousands,8285,
2022,Quebec,Total shellfish,Tonnes,units,398,
2022,Quebec,Total shellfish,Dollars,thousands,3774,
2022,Ontario,Total aquaculture,Tonnes,units,4058,
2022,Ontario,Total aquaculture,Dollars,thousands,25613,
2022,Ontario,Total finfish,Tonnes,units,4058,
2022,Ontario,Total finfish,Dollars,thousands,25613,
2022,Ontario,Total shellfish,Tonnes,units,0,
2022,Ontario,Total shellfish,Dollars,thousands,0,
2022,Manitoba,Total aquaculture,Tonnes,units,,x
2022,Manitoba,Total aquaculture,Dollars,thousands,,x
2022,Manitoba,Total finfish,Tonnes,units,,x
2022,Manitoba,Total finfish,Dollars,thousands,,x
2022,Manitoba,Total shellfish,Tonnes,units,,..
2022,Manitoba,Total shellfish,Dollars,thousands,,..
2022,Saskatchewan,Total aquaculture,Tonnes,units,,x
2022,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2022,Saskatchewan,Total finfish,Tonnes,units,,x
2022,Saskatchewan,Total finfish,Dollars,thousands,,x
2022,Saskatchewan,Total shellfish,Tonnes,units,,..
2022,Saskatchewan,Total shellfish,Dollars,thousands,,..
2022,Alberta,Total aquaculture,Tonnes,units,,x
2022,Alberta,Total aquaculture,Dollars,thousands,,x
2022,Alberta,Total finfish,Tonnes,units,,x
2022,Alberta,Total finfish,Dollars,thousands,,x
2022,Alberta,Total shellfish,Tonnes,units,,..
2022,Alberta,Total shellfish,Dollars,thousands,,..
2022,British Columbia,Total aquaculture,Tonnes,units,98045,
2022,British Columbia,Total aquaculture,Dollars,thousands,917236,
2022,British Columbia,Total finfish,Tonnes,units,87730,
2022,British Columbia,Total finfish,Dollars,thousands,887097,
2022,British Columbia,Total shellfish,Tonnes,units,10316,
2022,British Columbia,Total shellfish,Dollars,thousands,30140,
2023,Canada,Total aquaculture,Tonnes,units,148466,
2023,Canada,Total aquaculture,Dollars,thousands,1262378,
2023,Canada,Total finfish,Tonnes,units,109570,
2023,Canada,Total finfish,Dollars,thousands,1129857,
2023,Canada,Total shellfish,Tonnes,units,38754,
2023,Canada,Total shellfish,Dollars,thousands,126782,
2023,Newfoundland and Labrador,Total aquaculture,Tonnes,units,19942,
2023,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,185300,
2023,Newfoundland and Labrador,Total finfish,Tonnes,units,15645,
2023,Newfoundland and Labrador,Total finfish,Dollars,thousands,177250,
2023,Newfoundland and Labrador,Total shellfish,Tonnes,units,4297,
2023,Newfoundland and Labrador,Total shellfish,Dollars,thousands,8050,
2023,Prince Edward Island,Total aquaculture,Tonnes,units,20684,
2023,Prince Edward Island,Total aquaculture,Dollars,thousands,51269,
2023,Prince Edward Island,Total finfish,Tonnes,units,380,
2023,Prince Edward Island,Total finfish,Dollars,thousands,4300,
2023,Prince Edward Island,Total shellfish,Tonnes,units,20304,
2023,Prince Edward Island,Total shellfish,Dollars,thousands,46969,
2023,Nova Scotia,Total aquaculture,Tonnes,units,12084,
2023,Nova Scotia,Total aquaculture,Dollars,thousands,120492,
2023,Nova Scotia,Total finfish,Tonnes,units,10411,
2023,Nova Scotia,Total finfish,Dollars,thousands,107723,
2023,Nova Scotia,Total shellfish,Tonnes,units,1532,
2023,Nova Scotia,Total shellfish,Dollars,thousands,7030,
2023,New Brunswick,Total aquaculture,Tonnes,units,25420,
2023,New Brunswick,Total aquaculture,Dollars,thousands,284271,
2023,New Brunswick,Total finfish,Tonnes,units,22780,
2023,New Brunswick,Total finfish,Dollars,thousands,258087,
2023,New Brunswick,Total shellfish,Tonnes,units,2640,
2023,New Brunswick,Total shellfish,Dollars,thousands,26184,
2023,Quebec,Total aquaculture,Tonnes,units,1375,
2023,Quebec,Total aquaculture,Dollars,thousands,12126,
2023,Quebec,Total finfish,Tonnes,units,1036,
2023,Quebec,Total finfish,Dollars,thousands,8746,
2023,Quebec,Total shellfish,Tonnes,units,339,
2023,Quebec,Total shellfish,Dollars,thousands,3380,
2023,Ontario,Total aquaculture,Tonnes,units,5071,
2023,Ontario,Total aquaculture,Dollars,thousands,36829,
2023,Ontario,Total finfish,Tonnes,units,5071,
2023,Ontario,Total finfish,Dollars,thousands,36829,
2023,Ontario,Total shellfish,Tonnes,units,0,
2023,Ontario,Total shellfish,Dollars,thousands,0,
2023,Manitoba,Total aquaculture,Tonnes,units,,x
2023,Manitoba,Total aquaculture,Dollars,thousands,,x
2023,Manitoba,Total finfish,Tonnes,units,,x
2023,Manitoba,Total finfish,Dollars,thousands,,x
2023,Manitoba,Total shellfish,Tonnes,units,,..
2023,Manitoba,Total shellfish,Dollars,thousands,,..
2023,Saskatchewan,Total aquaculture,Tonnes,units,,x
2023,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2023,Saskatchewan,Total finfish,Tonnes,units,,x
2023,Saskatchewan,Total finfish,Dollars,thousands,,x
2023,Saskatchewan,Total shellfish,Tonnes,units,,..
2023,Saskatchewan,Total shellfish,Dollars,thousands,,..
2023,Alberta,Total aquaculture,Tonnes,units,,x
2023,Alberta,Total aquaculture,Dollars,thousands,,x
2023,Alberta,Total finfish,Tonnes,units,,x
2023,Alberta,Total finfish,Dollars,thousands,,x
2023,Alberta,Total shellfish,Tonnes,units,,..
2023,Alberta,Total shellfish,Dollars,thousands,,..
2023,British Columbia,Total aquaculture,Tonnes,units,61013,
2023,British Columbia,Total aquaculture,Dollars,thousands,558175,
2023,British Columbia,Total finfish,Tonnes,units,51370,
2023,British Columbia,Total finfish,Dollars,thousands,523005,
2023,British Columbia,Total shellfish,Tonnes,units,9642,
2023,British Columbia,Total shellfish,Dollars,thousands,35170,
2024,Canada,Total aquaculture,Tonnes,units,160238,
2024,Canada,Total aquaculture,Dollars,thousands,1365820,
2024,Canada,Total finfish,Tonnes,units,122449,
2024,Canada,Total finfish,Dollars,thousands,1222010,
2024,Canada,Total shellfish,Tonnes,units,37611,
2024,Canada,Total shellfish,Dollars,thousands,134833,
2024,Newfoundland and Labrador,Total aquaculture,Tonnes,units,26183,
2024,Newfoundland and Labrador,Total aquaculture,Dollars,thousands,262940,
2024,Newfoundland and Labrador,Total finfish,Tonnes,units,23159,
2024,Newfoundland and Labrador,Total finfish,Dollars,thousands,257275,
2024,Newfoundland and Labrador,Total shellfish,Tonnes,units,3024,
2024,Newfoundland and Labrador,Total shellfish,Dollars,thousands,5665,
2024,Prince Edward Island,Total aquaculture,Tonnes,units,20969,
2024,Prince Edward Island,Total aquaculture,Dollars,thousands,53825,
2024,Prince Edward Island,Total finfish,Tonnes,units,387,
2024,Prince Edward Island,Total finfish,Dollars,thousands,4300,
2024,Prince Edward Island,Total shellfish,Tonnes,units,20582,
2024,Prince Edward Island,Total shellfish,Dollars,thousands,49525,
2024,Nova Scotia,Total aquaculture,Tonnes,units,11247,
2024,Nova Scotia,Total aquaculture,Dollars,thousands,114727,
2024,Nova Scotia,Total finfish,Tonnes,units,10060,
2024,Nova Scotia,Total finfish,Dollars,thousands,99525,
2024,Nova Scotia,Total shellfish,Tonnes,units,1010,
2024,Nova Scotia,Total shellfish,Dollars,thousands,6225,
2024,New Brunswick,Total aquaculture,Tonnes,units,27951,
2024,New Brunswick,Total aquaculture,Dollars,thousands,310597,
2024,New Brunswick,Total finfish,Tonnes,units,24864,
2024,New Brunswick,Total finfish,Dollars,thousands,276216,
2024,New Brunswick,Total shellfish,Tonnes,units,3087,
2024,New Brunswick,Total shellfish,Dollars,thousands,34381,
2024,Quebec,Total aquaculture,Tonnes,units,1367,
2024,Quebec,Total aquaculture,Dollars,thousands,11387,
2024,Quebec,Total finfish,Tonnes,units,996,
2024,Quebec,Total finfish,Dollars,thousands,8314,
2024,Quebec,Total shellfish,Tonnes,units,371,
2024,Quebec,Total shellfish,Dollars,thousands,3073,
2024,Ontario,Total aquaculture,Tonnes,units,5647,
2024,Ontario,Total aquaculture,Dollars,thousands,36099,
2024,Ontario,Total finfish,Tonnes,units,5647,
2024,Ontario,Total finfish,Dollars,thousands,36099,
2024,Ontario,Total shellfish,Tonnes,units,0,
2024,Ontario,Total shellfish,Dollars,thousands,0,
2024,Manitoba,Total aquaculture,Tonnes,units,,x
2024,Manitoba,Total aquaculture,Dollars,thousands,,x
2024,Manitoba,Total finfish,Tonnes,units,,x
2024,Manitoba,Total finfish,Dollars,thousands,,x
2024,Manitoba,Total shellfish,Tonnes,units,,..
2024,Manitoba,Total shellfish,Dollars,thousands,,..
2024,Saskatchewan,Total aquaculture,Tonnes,units,,x
2024,Saskatchewan,Total aquaculture,Dollars,thousands,,x
2024,Saskatchewan,Total finfish,Tonnes,units,,x
2024,Saskatchewan,Total finfish,Dollars,thousands,,x
2024,Saskatchewan,Total shellfish,Tonnes,units,,..
2024,Saskatchewan,Total shellfish,Dollars,thousands,,..
2024,Alberta,Total aquaculture,Tonnes,units,,x
2024,Alberta,Total aquaculture,Dollars,thousands,,x
2024,Alberta,Total finfish,Tonnes,units,,x
2024,Alberta,Total finfish,Dollars,thousands,,x
2024,Alberta,Total shellfish,Tonnes,units,,..
2024,Alberta,Total shellfish,Dollars,thousands,,..
2024,British Columbia,Total aquaculture,Tonnes,units,64154,
2024,British Columbia,Total aquaculture,Dollars,thousands,562814,
2024,British Columbia,Total finfish,Tonnes,units,54617,
2024,British Columbia,Total finfish,Dollars,thousands,526850,
2024,British Columbia,Total shellfish,Tonnes,units,9537,
2024,British Columbia,Total shellfish,Dollars,thousands,35964,
