REF_DATE,GEO,Trade flow detail,Product,SCALAR_FACTOR,VALUE,STATUS
2010,Northwest Territories,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2010,Northwest Territories,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2010,Nunavut,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.1,
2010,Nunavut,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.2,
2010,Nunavut,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.7,
2010,Nunavut,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2010,Nunavut,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.3,
2010,Nunavut,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.9,
2010,Nunavut,To Nunavut,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2010,Nunavut,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.9,
2010,Nunavut,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2011,Canada,Total supply and total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4579.9,
2011,Canada,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,983.5,
2011,Canada,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,983.5,
2011,Canada,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1472.7,
2011,Canada,International re-exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,24.2,
2011,Canada,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,716.1,
2011,Newfoundland and Labrador,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,569.5,
2011,Newfoundland and Labrador,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,889.5,
2011,Newfoundland and Labrador,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,485.6,
2011,Newfoundland and Labrador,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.1,
2011,Newfoundland and Labrador,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,115.0,
2011,Newfoundland and Labrador,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,30.4,
2011,Newfoundland and Labrador,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,53.0,
2011,Newfoundland and Labrador,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,57.4,
2011,Newfoundland and Labrador,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,16.0,
2011,Newfoundland and Labrador,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.8,
2011,Newfoundland and Labrador,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.9,
2011,Newfoundland and Labrador,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6.4,
2011,Newfoundland and Labrador,To Yukon,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2011,Newfoundland and Labrador,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,287.5,
2011,Newfoundland and Labrador,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,51.3,
2011,Newfoundland and Labrador,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,116.4,
2011,Newfoundland and Labrador,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,32.5,
2011,Prince Edward Island,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,168.8,
2011,Prince Edward Island,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,192.7,
2011,Prince Edward Island,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2011,Prince Edward Island,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,136.3,
2011,Prince Edward Island,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.6,
2011,Prince Edward Island,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.4,
2011,Prince Edward Island,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.2,
2011,Prince Edward Island,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.8,
2011,Prince Edward Island,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2011,Prince Edward Island,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2011,Prince Edward Island,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2011,Prince Edward Island,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.3,
2011,Prince Edward Island,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,21.2,
2011,Prince Edward Island,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,51.1,
2011,Prince Edward Island,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,11.3,
2011,Nova Scotia,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,464.9,
2011,Nova Scotia,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,882.4,
2011,Nova Scotia,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,14.6,
2011,Nova Scotia,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,14.6,
2011,Nova Scotia,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,293.0,
2011,Nova Scotia,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,67.3,
2011,Nova Scotia,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,22.2,
2011,Nova Scotia,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,40.1,
2011,Nova Scotia,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2011,Nova Scotia,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2011,Nova Scotia,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.4,
2011,Nova Scotia,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6.9,
2011,Nova Scotia,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,170.4,
2011,Nova Scotia,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,164.1,
2011,Nova Scotia,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,419.0,
2011,Nova Scotia,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,7.8,
2011,New Brunswick,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,509.0,
2011,New Brunswick,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,605.2,
2011,New Brunswick,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,36.0,
2011,New Brunswick,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.1,
2011,New Brunswick,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,23.8,
2011,New Brunswick,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,153.8,
2011,New Brunswick,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,104.8,
2011,New Brunswick,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,69.3,
2011,New Brunswick,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.1,
2011,New Brunswick,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2011,New Brunswick,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.9,
2011,New Brunswick,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.4,
2011,New Brunswick,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,248.5,
2011,New Brunswick,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,111.3,
2011,New Brunswick,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,202.9,
2011,New Brunswick,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,243.9,
2011,Quebec,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,417.8,
2011,Quebec,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,242.1,
2011,Quebec,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2011,Quebec,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2011,Quebec,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.1,
2011,Quebec,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,139.4,
2011,Quebec,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,45.1,
2011,Quebec,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.2,
2011,Quebec,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.2,
2011,Quebec,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,25.8,
2011,Quebec,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.0,
2011,Quebec,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,87.0,
2011,Quebec,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,209.3,
2011,Quebec,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,15.7,
2011,Quebec,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,69.1,
2011,Ontario,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,409.3,
2011,Ontario,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,88.6,
2011,Ontario,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.6,
2011,Ontario,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.9,
2011,Ontario,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.8,
2011,Ontario,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,28.3,
2011,Ontario,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2011,Ontario,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.4,
2011,Ontario,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6.4,
2011,Ontario,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6.1,
2011,Ontario,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2011,Ontario,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,29.6,
2011,Ontario,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,241.4,
2011,Ontario,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,30.7,
2011,Ontario,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,139.7,
2011,Manitoba,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,49.5,
2011,Manitoba,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,42.7,
2011,Manitoba,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2011,Manitoba,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,11.1,
2011,Manitoba,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.8,
2011,Manitoba,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2011,Manitoba,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,11.9,
2011,Manitoba,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.7,
2011,Manitoba,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2011,Manitoba,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.6,
2011,Manitoba,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.8,
2011,Manitoba,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,27.7,
2011,Manitoba,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,43.6,
2011,Manitoba,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,11.3,
2011,Manitoba,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.2,
2011,Saskatchewan,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,13.5,
2011,Saskatchewan,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,63.0,
2011,Saskatchewan,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2011,Saskatchewan,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.7,
2011,Saskatchewan,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.3,
2011,Saskatchewan,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.6,
2011,Saskatchewan,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.4,
2011,Saskatchewan,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.6,
2011,Saskatchewan,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2011,Saskatchewan,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,43.9,
2011,Saskatchewan,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,53.3,
2011,Saskatchewan,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,7.6,
2011,Saskatchewan,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.1,
2011,Saskatchewan,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2011,Alberta,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,75.4,
2011,Alberta,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.3,
2011,Alberta,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.3,
2011,Alberta,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2011,Alberta,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,57.3,
2011,Alberta,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.9,
2011,Alberta,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,13.7,
2011,British Columbia,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,401.8,
2011,British Columbia,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,844.3,
2011,British Columbia,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2011,British Columbia,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2011,British Columbia,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.7,
2011,British Columbia,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,9.8,
2011,British Columbia,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,15.9,
2011,British Columbia,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,13.5,
2011,British Columbia,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,14.0,
2011,British Columbia,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2011,British Columbia,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,10.4,
2011,British Columbia,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,155.9,
2011,British Columbia,To Yukon,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2011,British Columbia,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2011,British Columbia,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,68.4,
2011,British Columbia,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,74.7,
2011,British Columbia,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,620.1,
2011,British Columbia,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,171.2,
2011,Yukon,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2011,Yukon,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.9,
2011,Yukon,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2011,Yukon,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.3,
2011,Yukon,To Yukon,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2011,Yukon,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.4,
2011,Yukon,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2011,Yukon,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2011,Yukon,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2011,Northwest Territories,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.1,
2011,Northwest Territories,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2011,Northwest Territories,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2011,Northwest Territories,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2011,Northwest Territories,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.1,
2011,Northwest Territories,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2011,Nunavut,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.3,
2011,Nunavut,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.8,
2011,Nunavut,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.6,
2011,Nunavut,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.8,
2011,Nunavut,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.8,
2011,Nunavut,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2011,Nunavut,To Nunavut,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.3,
2011,Nunavut,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.2,
2011,Nunavut,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2012,Canada,Total supply and total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4561.2,
2012,Canada,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1007.0,
2012,Canada,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1007.0,
2012,Canada,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1468.0,
2012,Canada,International re-exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,22.6,
2012,Canada,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,733.8,
2012,Newfoundland and Labrador,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,530.4,
2012,Newfoundland and Labrador,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,915.0,
2012,Newfoundland and Labrador,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,474.6,
2012,Newfoundland and Labrador,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.7,
2012,Newfoundland and Labrador,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,126.0,
2012,Newfoundland and Labrador,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,44.5,
2012,Newfoundland and Labrador,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,70.9,
2012,Newfoundland and Labrador,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,80.9,
2012,Newfoundland and Labrador,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,21.0,
2012,Newfoundland and Labrador,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.8,
2012,Newfoundland and Labrador,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.0,
2012,Newfoundland and Labrador,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.5,
2012,Newfoundland and Labrador,To Yukon,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.7,
2012,Newfoundland and Labrador,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,360.9,
2012,Newfoundland and Labrador,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,32.0,
2012,Newfoundland and Labrador,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,79.5,
2012,Newfoundland and Labrador,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,23.8,
2012,Prince Edward Island,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,121.7,
2012,Prince Edward Island,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,223.1,
2012,Prince Edward Island,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2012,Prince Edward Island,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,118.0,
2012,Prince Edward Island,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,11.5,
2012,Prince Edward Island,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,13.8,
2012,Prince Edward Island,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,11.1,
2012,Prince Edward Island,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.1,
2012,Prince Edward Island,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.7,
2012,Prince Edward Island,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2012,Prince Edward Island,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2012,Prince Edward Island,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,47.2,
2012,Prince Edward Island,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.5,
2012,Prince Edward Island,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,58.0,
2012,Prince Edward Island,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.1,
2012,Nova Scotia,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,463.6,
2012,Nova Scotia,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,923.4,
2012,Nova Scotia,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,12.7,
2012,Nova Scotia,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.7,
2012,Nova Scotia,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,287.6,
2012,Nova Scotia,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,88.3,
2012,Nova Scotia,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,26.6,
2012,Nova Scotia,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,50.6,
2012,Nova Scotia,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2012,Nova Scotia,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2012,Nova Scotia,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.4,
2012,Nova Scotia,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.2,
2012,Nova Scotia,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,194.0,
2012,Nova Scotia,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,169.4,
2012,Nova Scotia,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,441.7,
2012,Nova Scotia,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6.6,
2012,New Brunswick,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,557.7,
2012,New Brunswick,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,583.0,
2012,New Brunswick,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,18.6,
2012,New Brunswick,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2012,New Brunswick,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,13.8,
2012,New Brunswick,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,119.0,
2012,New Brunswick,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,74.1,
2012,New Brunswick,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,51.6,
2012,New Brunswick,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.6,
2012,New Brunswick,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2012,New Brunswick,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.1,
2012,New Brunswick,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2012,New Brunswick,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,167.0,
2012,New Brunswick,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,161.6,
2012,New Brunswick,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,297.0,
2012,New Brunswick,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,277.1,
2012,Quebec,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,419.2,
2012,Quebec,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,247.7,
2012,Quebec,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2012,Quebec,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2012,Quebec,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.5,
2012,Quebec,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,140.7,
2012,Quebec,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,47.9,
