REF_DATE,GEO,Trade flow detail,Product,SCALAR_FACTOR,VALUE,STATUS
2014,Northwest Territories,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2014,Northwest Territories,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2014,Northwest Territories,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.1,
2014,Northwest Territories,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2014,Nunavut,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.6,
2014,Nunavut,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,9.9,
2014,Nunavut,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.9,
2014,Nunavut,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2014,Nunavut,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.6,
2014,Nunavut,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.2,
2014,Nunavut,To Nunavut,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.6,
2014,Nunavut,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.7,
2014,Nunavut,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.6,
2015,Canada,Total supply and total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6749.1,
2015,Canada,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1740.4,
2015,Canada,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1740.4,
2015,Canada,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2094.2,
2015,Canada,International re-exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,20.5,
2015,Canada,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,993.4,
2015,Newfoundland and Labrador,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,609.3,
2015,Newfoundland and Labrador,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1247.1,
2015,Newfoundland and Labrador,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,564.6,
2015,Newfoundland and Labrador,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,25.5,
2015,Newfoundland and Labrador,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,123.8,
2015,Newfoundland and Labrador,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,25.9,
2015,Newfoundland and Labrador,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,117.1,
2015,Newfoundland and Labrador,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,201.4,
2015,Newfoundland and Labrador,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,42.2,
2015,Newfoundland and Labrador,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,7.1,
2015,Newfoundland and Labrador,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,7.4,
2015,Newfoundland and Labrador,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,20.8,
2015,Newfoundland and Labrador,To Yukon,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.8,
2015,Newfoundland and Labrador,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,572.0,
2015,Newfoundland and Labrador,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,42.4,
2015,Newfoundland and Labrador,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,110.5,
2015,Newfoundland and Labrador,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.3,
2015,Prince Edward Island,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,239.1,
2015,Prince Edward Island,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,261.4,
2015,Prince Edward Island,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,Prince Edward Island,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,184.4,
2015,Prince Edward Island,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.5,
2015,Prince Edward Island,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.9,
2015,Prince Edward Island,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.4,
2015,Prince Edward Island,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.4,
2015,Prince Edward Island,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2015,Prince Edward Island,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,Prince Edward Island,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2015,Prince Edward Island,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.8,
2015,Prince Edward Island,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,54.2,
2015,Prince Edward Island,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,68.1,
2015,Prince Edward Island,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2015,Nova Scotia,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,556.9,
2015,Nova Scotia,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1590.0,
2015,Nova Scotia,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,21.1,
2015,Nova Scotia,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,26.5,
2015,Nova Scotia,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,379.4,
2015,Nova Scotia,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,128.2,
2015,Nova Scotia,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,60.8,
2015,Nova Scotia,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,158.7,
2015,Nova Scotia,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2015,Nova Scotia,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2015,Nova Scotia,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,15.7,
2015,Nova Scotia,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,22.2,
2015,Nova Scotia,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,434.5,
2015,Nova Scotia,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,153.4,
2015,Nova Scotia,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,776.1,
2015,Nova Scotia,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,24.1,
2015,New Brunswick,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,802.7,
2015,New Brunswick,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,756.1,
2015,New Brunswick,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,20.6,
2015,New Brunswick,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.7,
2015,New Brunswick,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,12.5,
2015,New Brunswick,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,154.2,
2015,New Brunswick,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,114.6,
2015,New Brunswick,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,109.5,
2015,New Brunswick,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,9.8,
2015,New Brunswick,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2015,New Brunswick,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.2,
2015,New Brunswick,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.8,
2015,New Brunswick,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,274.8,
2015,New Brunswick,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,171.8,
2015,New Brunswick,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,327.1,
2015,New Brunswick,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,476.7,
2015,Quebec,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,630.6,
2015,Quebec,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,454.5,
2015,Quebec,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2015,Quebec,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2015,Quebec,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.4,
2015,Quebec,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,232.6,
2015,Quebec,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,106.5,
2015,Quebec,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.2,
2015,Quebec,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.9,
2015,Quebec,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,55.3,
2015,Quebec,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,15.4,
2015,Quebec,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,191.4,
2015,Quebec,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,347.8,
2015,Quebec,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,30.5,
2015,Quebec,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,50.2,
2015,Ontario,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,861.8,
2015,Ontario,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,175.1,
2015,Ontario,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6.1,
2015,Ontario,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.4,
2015,Ontario,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,20.0,
2015,Ontario,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,61.0,
2015,Ontario,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.7,
2015,Ontario,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.4,
2015,Ontario,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,18.9,
2015,Ontario,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,16.3,
2015,Ontario,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.6,
2015,Ontario,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,69.3,
2015,Ontario,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,632.3,
2015,Ontario,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,44.8,
2015,Ontario,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,168.5,
2015,Manitoba,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,94.1,
2015,Manitoba,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,31.6,
2015,Manitoba,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,Manitoba,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.5,
2015,Manitoba,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2015,Manitoba,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,Manitoba,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,11.2,
2015,Manitoba,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.0,
2015,Manitoba,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.6,
2015,Manitoba,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.2,
2015,Manitoba,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.6,
2015,Manitoba,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,18.4,
2015,Manitoba,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,90.5,
2015,Manitoba,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,10.1,
2015,Manitoba,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.7,
2015,Saskatchewan,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,26.5,
2015,Saskatchewan,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,10.6,
2015,Saskatchewan,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,Saskatchewan,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2015,Saskatchewan,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2015,Saskatchewan,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2015,Saskatchewan,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2015,Saskatchewan,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.9,
2015,Saskatchewan,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,Saskatchewan,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,5.8,
2015,Saskatchewan,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,7.0,
2015,Saskatchewan,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,24.1,
2015,Saskatchewan,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.7,
2015,Saskatchewan,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2015,Alberta,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,149.9,
2015,Alberta,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.7,
2015,Alberta,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,8.6,
2015,Alberta,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,Alberta,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,136.7,
2015,Alberta,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2015,Alberta,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.6,
2015,British Columbia,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,656.6,
2015,British Columbia,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1203.3,
2015,British Columbia,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2015,British Columbia,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2015,British Columbia,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.6,
2015,British Columbia,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,14.0,
2015,British Columbia,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,32.6,
2015,British Columbia,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,39.8,
2015,British Columbia,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,31.6,
2015,British Columbia,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.6,
2015,British Columbia,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,28.0,
2015,British Columbia,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,327.7,
2015,British Columbia,To Yukon,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,British Columbia,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,British Columbia,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,151.8,
2015,British Columbia,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,84.3,
2015,British Columbia,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,723.7,
2015,British Columbia,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,244.6,
2015,Yukon,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.4,
2015,Yukon,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.7,
2015,Yukon,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2015,Yukon,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.4,
2015,Yukon,To Yukon,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2015,Yukon,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.5,
2015,Yukon,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.9,
2015,Yukon,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2015,Yukon,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2015,Northwest Territories,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.1,
2015,Northwest Territories,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.8,
2015,Northwest Territories,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2015,Northwest Territories,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.1,
2015,Northwest Territories,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.5,
2015,Northwest Territories,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.1,
2015,Northwest Territories,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2015,Nunavut,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.4,
2015,Nunavut,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,15.0,
2015,Nunavut,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.3,
2015,Nunavut,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.8,
2015,Nunavut,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.8,
2015,Nunavut,To Northwest Territories,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.5,
2015,Nunavut,To Nunavut,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.4,
2015,Nunavut,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,10.3,
2015,Nunavut,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.4,
2016,Canada,Total supply and total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,7771.4,
2016,Canada,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1840.5,
2016,Canada,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1840.5,
2016,Canada,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2372.1,
2016,Canada,International re-exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,18.8,
2016,Canada,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1171.9,
2016,Newfoundland and Labrador,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,633.9,
2016,Newfoundland and Labrador,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1253.6,
2016,Newfoundland and Labrador,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,584.0,
2016,Newfoundland and Labrador,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,18.1,
2016,Newfoundland and Labrador,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,129.0,
2016,Newfoundland and Labrador,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,19.9,
2016,Newfoundland and Labrador,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,117.6,
2016,Newfoundland and Labrador,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,187.5,
2016,Newfoundland and Labrador,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,37.3,
2016,Newfoundland and Labrador,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6.2,
2016,Newfoundland and Labrador,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,6.6,
2016,Newfoundland and Labrador,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,14.0,
2016,Newfoundland and Labrador,To Yukon,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.7,
2016,Newfoundland and Labrador,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,537.0,
2016,Newfoundland and Labrador,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,46.4,
2016,Newfoundland and Labrador,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,132.6,
2016,Newfoundland and Labrador,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.5,
2016,Prince Edward Island,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,275.6,
2016,Prince Edward Island,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,317.1,
2016,Prince Edward Island,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2016,Prince Edward Island,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,235.8,
2016,Prince Edward Island,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.6,
2016,Prince Edward Island,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.4,
2016,Prince Edward Island,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.6,
2016,Prince Edward Island,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,3.6,
2016,Prince Edward Island,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.6,
2016,Prince Edward Island,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.0,
2016,Prince Edward Island,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
2016,Prince Edward Island,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,13.2,
2016,Prince Edward Island,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,39.1,
2016,Prince Edward Island,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,68.1,
2016,Prince Edward Island,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.6,
2016,Nova Scotia,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,778.5,
2016,Nova Scotia,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1802.4,
2016,Nova Scotia,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,22.6,
2016,Nova Scotia,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,19.1,
2016,Nova Scotia,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,567.6,
2016,Nova Scotia,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,131.4,
2016,Nova Scotia,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,67.6,
2016,Nova Scotia,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,162.3,
2016,Nova Scotia,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.0,
2016,Nova Scotia,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.3,
2016,Nova Scotia,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,16.2,
2016,Nova Scotia,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,17.9,
2016,Nova Scotia,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,438.5,
2016,Nova Scotia,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,174.2,
2016,Nova Scotia,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,796.2,
2016,Nova Scotia,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,36.7,
2016,New Brunswick,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,902.2,
2016,New Brunswick,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,951.8,
2016,New Brunswick,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,22.8,
2016,New Brunswick,To Prince Edward Island,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,1.5,
2016,New Brunswick,To Nova Scotia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,20.4,
2016,New Brunswick,To New Brunswick,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,212.3,
2016,New Brunswick,To Quebec,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,138.6,
2016,New Brunswick,To Ontario,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,132.9,
2016,New Brunswick,To Manitoba,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,11.0,
2016,New Brunswick,To Saskatchewan,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.2,
2016,New Brunswick,To Alberta,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,4.7,
2016,New Brunswick,To British Columbia,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,2.0,
2016,New Brunswick,Interprovincial exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,334.1,
2016,New Brunswick,Interprovincial imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,168.9,
2016,New Brunswick,International exports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,405.4,
2016,New Brunswick,International imports,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,521.0,
2016,Quebec,Total supply,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,725.4,
2016,Quebec,Total demand,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,516.1,
2016,Quebec,To Newfoundland and Labrador,"Fish, crustaceans, shellfish and other fishery products [M1140]",millions,0.4,
