REF_DATE,GEO,Output and input components,SCALAR_FACTOR,VALUE,STATUS
2008,Quebec,Total operating revenue,thousands,14100,
2008,Quebec,Sales of aqua products and services,thousands,13235,
2008,Quebec,Gross value added (factor cost),thousands,6730,
2008,Quebec,Salaries and wages,thousands,2200,
2008,Ontario,Gross output,thousands,16760,
2008,Ontario,Total operating revenue,thousands,17930,
2008,Ontario,Sales of aqua products and services,thousands,17520,
2008,Ontario,Gross value added (factor cost),thousands,9160,
2008,Ontario,Salaries and wages,thousands,2800,
2008,Prairie provinces,Gross output,thousands,,x
2008,Prairie provinces,Total operating revenue,thousands,,x
2008,Prairie provinces,Sales of aqua products and services,thousands,,x
2008,Prairie provinces,Gross value added (factor cost),thousands,,x
2008,Prairie provinces,Salaries and wages,thousands,,x
2008,British Columbia,Gross output,thousands,462375,
2008,British Columbia,Total operating revenue,thousands,481575,
2008,British Columbia,Sales of aqua products and services,thousands,479920,
2008,British Columbia,Gross value added (factor cost),thousands,120455,
2008,British Columbia,Salaries and wages,thousands,58900,
2009,Canada,Gross output,thousands,884689,
2009,Canada,Total operating revenue,thousands,887194,
2009,Canada,Sales of aqua products and services,thousands,868639,
2009,Canada,Gross value added (factor cost),thousands,267279,
2009,Canada,Salaries and wages,thousands,114350,
2009,Newfoundland and Labrador,Gross output,thousands,81275,
2009,Newfoundland and Labrador,Total operating revenue,thousands,72275,
2009,Newfoundland and Labrador,Sales of aqua products and services,thousands,69800,
2009,Newfoundland and Labrador,Gross value added (factor cost),thousands,12805,
2009,Newfoundland and Labrador,Salaries and wages,thousands,8400,
2009,Prince Edward Island,Gross output,thousands,29790,
2009,Prince Edward Island,Total operating revenue,thousands,28690,
2009,Prince Edward Island,Sales of aqua products and services,thousands,28540,
2009,Prince Edward Island,Gross value added (factor cost),thousands,21540,
2009,Prince Edward Island,Salaries and wages,thousands,7800,
2009,Nova Scotia,Gross output,thousands,54555,
2009,Nova Scotia,Total operating revenue,thousands,52545,
2009,Nova Scotia,Sales of aqua products and services,thousands,49810,
2009,Nova Scotia,Gross value added (factor cost),thousands,23060,
2009,Nova Scotia,Salaries and wages,thousands,5500,
2009,New Brunswick,Gross output,thousands,222390,
2009,New Brunswick,Total operating revenue,thousands,207290,
2009,New Brunswick,Sales of aqua products and services,thousands,198910,
2009,New Brunswick,Gross value added (factor cost),thousands,62890,
2009,New Brunswick,Salaries and wages,thousands,21000,
2009,Quebec,Gross output,thousands,12069,
2009,Quebec,Total operating revenue,thousands,11569,
2009,Quebec,Sales of aqua products and services,thousands,10829,
2009,Quebec,Gross value added (factor cost),thousands,5314,
2009,Quebec,Salaries and wages,thousands,2300,
2009,Ontario,Gross output,thousands,21370,
2009,Ontario,Total operating revenue,thousands,19570,
2009,Ontario,Sales of aqua products and services,thousands,18150,
2009,Ontario,Gross value added (factor cost),thousands,12080,
2009,Ontario,Salaries and wages,thousands,2850,
2009,Prairie provinces,Gross output,thousands,,x
2009,Prairie provinces,Total operating revenue,thousands,,x
2009,Prairie provinces,Sales of aqua products and services,thousands,,x
2009,Prairie provinces,Gross value added (factor cost),thousands,,x
2009,Prairie provinces,Salaries and wages,thousands,,x
2009,British Columbia,Gross output,thousands,463240,
2009,British Columbia,Total operating revenue,thousands,495255,
2009,British Columbia,Sales of aqua products and services,thousands,492600,
2009,British Columbia,Gross value added (factor cost),thousands,129590,
2009,British Columbia,Salaries and wages,thousands,66500,
2010,Canada,Gross output,thousands,1030826,
2010,Canada,Total operating revenue,thousands,990146,
2010,Canada,Sales of aqua products and services,thousands,974836,
2010,Canada,Gross value added (factor cost),thousands,381147,
2010,Canada,Salaries and wages,thousands,109368,
2010,Newfoundland and Labrador,Gross output,thousands,,x
2010,Newfoundland and Labrador,Total operating revenue,thousands,,x
2010,Newfoundland and Labrador,Sales of aqua products and services,thousands,,x
2010,Newfoundland and Labrador,Gross value added (factor cost),thousands,37770,
2010,Newfoundland and Labrador,Salaries and wages,thousands,10818,
2010,Prince Edward Island,Gross output,thousands,35095,
2010,Prince Edward Island,Total operating revenue,thousands,34740,
2010,Prince Edward Island,Sales of aqua products and services,thousands,33835,
2010,Prince Edward Island,Gross value added (factor cost),thousands,26381,
2010,Prince Edward Island,Salaries and wages,thousands,6745,
2010,Nova Scotia,Gross output,thousands,39563,
2010,Nova Scotia,Total operating revenue,thousands,38303,
2010,Nova Scotia,Sales of aqua products and services,thousands,36218,
2010,Nova Scotia,Gross value added (factor cost),thousands,16956,
2010,Nova Scotia,Salaries and wages,thousands,4975,
2010,New Brunswick,Gross output,thousands,263040,
2010,New Brunswick,Total operating revenue,thousands,242000,
2010,New Brunswick,Sales of aqua products and services,thousands,233165,
2010,New Brunswick,Gross value added (factor cost),thousands,110386,
2010,New Brunswick,Salaries and wages,thousands,22595,
2010,Quebec,Gross output,thousands,,x
2010,Quebec,Total operating revenue,thousands,,x
2010,Quebec,Sales of aqua products and services,thousands,,x
2010,Quebec,Gross value added (factor cost),thousands,4132,
2010,Quebec,Salaries and wages,thousands,2125,
2010,Ontario,Gross output,thousands,17725,
2010,Ontario,Total operating revenue,thousands,18925,
2010,Ontario,Sales of aqua products and services,thousands,18295,
2010,Ontario,Gross value added (factor cost),thousands,6350,
2010,Ontario,Salaries and wages,thousands,2100,
2010,Prairie provinces,Gross output,thousands,,x
2010,Prairie provinces,Total operating revenue,thousands,,x
2010,Prairie provinces,Sales of aqua products and services,thousands,,x
2010,Prairie provinces,Gross value added (factor cost),thousands,,x
2010,Prairie provinces,Salaries and wages,thousands,,x
2010,British Columbia,Gross output,thousands,548724,
2010,British Columbia,Total operating revenue,thousands,533689,
2010,British Columbia,Sales of aqua products and services,thousands,531739,
2010,British Columbia,Gross value added (factor cost),thousands,179172,
2010,British Columbia,Salaries and wages,thousands,60010,
2011,Canada,Gross output,thousands,907155,
2011,Canada,Total operating revenue,thousands,846475,
2011,Canada,Sales of aqua products and services,thousands,831995,
2011,Canada,Gross value added (factor cost),thousands,267175,
2011,Canada,Salaries and wages,thousands,106810,
2011,Newfoundland and Labrador,Gross output,thousands,121200,
2011,Newfoundland and Labrador,Total operating revenue,thousands,,x
2011,Newfoundland and Labrador,Sales of aqua products and services,thousands,,x
2011,Newfoundland and Labrador,Gross value added (factor cost),thousands,40280,
2011,Newfoundland and Labrador,Salaries and wages,thousands,8470,
2011,Prince Edward Island,Gross output,thousands,36520,
2011,Prince Edward Island,Total operating revenue,thousands,,x
2011,Prince Edward Island,Sales of aqua products and services,thousands,,x
2011,Prince Edward Island,Gross value added (factor cost),thousands,25770,
2011,Prince Edward Island,Salaries and wages,thousands,6955,
2011,Nova Scotia,Gross output,thousands,40700,
2011,Nova Scotia,Total operating revenue,thousands,43905,
2011,Nova Scotia,Sales of aqua products and services,thousands,41485,
2011,Nova Scotia,Gross value added (factor cost),thousands,11270,
2011,Nova Scotia,Salaries and wages,thousands,5645,
2011,New Brunswick,Gross output,thousands,204070,
2011,New Brunswick,Total operating revenue,thousands,202015,
2011,New Brunswick,Sales of aqua products and services,thousands,195495,
2011,New Brunswick,Gross value added (factor cost),thousands,44305,
2011,New Brunswick,Salaries and wages,thousands,18510,
2011,Quebec,Gross output,thousands,12565,
2011,Quebec,Total operating revenue,thousands,13055,
2011,Quebec,Sales of aqua products and services,thousands,12390,
2011,Quebec,Gross value added (factor cost),thousands,7545,
2011,Quebec,Salaries and wages,thousands,2205,
2011,Ontario,Gross output,thousands,18675,
2011,Ontario,Total operating revenue,thousands,17885,
2011,Ontario,Sales of aqua products and services,thousands,17250,
2011,Ontario,Gross value added (factor cost),thousands,8085,
2011,Ontario,Salaries and wages,thousands,2170,
2011,Prairie provinces,Gross output,thousands,,x
2011,Prairie provinces,Total operating revenue,thousands,,x
2011,Prairie provinces,Sales of aqua products and services,thousands,,x
2011,Prairie provinces,Gross value added (factor cost),thousands,,x
2011,Prairie provinces,Salaries and wages,thousands,,x
2011,British Columbia,Gross output,thousands,473425,
2011,British Columbia,Total operating revenue,thousands,475615,
2011,British Columbia,Sales of aqua products and services,thousands,472190,
2011,British Columbia,Gross value added (factor cost),thousands,129920,
2011,British Columbia,Salaries and wages,thousands,62855,
2012,Canada,Gross output,thousands,858754,
2012,Canada,Total operating revenue,thousands,852024,
2012,Canada,Sales of aqua products and services,thousands,838239,
2012,Canada,Gross value added (factor cost),thousands,191854,
2012,Canada,Salaries and wages,thousands,105580,
2012,Newfoundland and Labrador,Gross output,thousands,117775,
2012,Newfoundland and Labrador,Total operating revenue,thousands,94365,
2012,Newfoundland and Labrador,Sales of aqua products and services,thousands,94090,
2012,Newfoundland and Labrador,Gross value added (factor cost),thousands,14740,
2012,Newfoundland and Labrador,Salaries and wages,thousands,10390,
2012,Prince Edward Island,Gross output,thousands,43354,
2012,Prince Edward Island,Total operating revenue,thousands,41844,
2012,Prince Edward Island,Sales of aqua products and services,thousands,41639,
2012,Prince Edward Island,Gross value added (factor cost),thousands,32354,
2012,Prince Edward Island,Salaries and wages,thousands,7595,
2012,Nova Scotia,Gross output,thousands,45990,
2012,Nova Scotia,Total operating revenue,thousands,46290,
2012,Nova Scotia,Sales of aqua products and services,thousands,44035,
2012,Nova Scotia,Gross value added (factor cost),thousands,15065,
2012,Nova Scotia,Salaries and wages,thousands,5430,
2012,New Brunswick,Gross output,thousands,197500,
2012,New Brunswick,Total operating revenue,thousands,195175,
2012,New Brunswick,Sales of aqua products and services,thousands,190700,
2012,New Brunswick,Gross value added (factor cost),thousands,39715,
2012,New Brunswick,Salaries and wages,thousands,16735,
2012,Quebec,Gross output,thousands,12465,
2012,Quebec,Total operating revenue,thousands,12040,
2012,Quebec,Sales of aqua products and services,thousands,11825,
2012,Quebec,Gross value added (factor cost),thousands,7250,
2012,Quebec,Salaries and wages,thousands,2160,
2012,Ontario,Gross output,thousands,18820,
2012,Ontario,Total operating revenue,thousands,19380,
2012,Ontario,Sales of aqua products and services,thousands,18580,
2012,Ontario,Gross value added (factor cost),thousands,7235,
2012,Ontario,Salaries and wages,thousands,2755,
2012,Prairie provinces,Gross output,thousands,,x
2012,Prairie provinces,Total operating revenue,thousands,,x
2012,Prairie provinces,Sales of aqua products and services,thousands,,x
2012,Prairie provinces,Gross value added (factor cost),thousands,,x
2012,Prairie provinces,Salaries and wages,thousands,,x
2012,British Columbia,Gross output,thousands,422850,
2012,British Columbia,Total operating revenue,thousands,442930,
2012,British Columbia,Sales of aqua products and services,thousands,437370,
2012,British Columbia,Gross value added (factor cost),thousands,75495,
2012,British Columbia,Salaries and wages,thousands,60515,
2013,Canada,Gross output,thousands,918210,
2013,Canada,Total operating revenue,thousands,918045,
2013,Canada,Sales of aqua products and services,thousands,866305,
2013,Canada,Gross value added (factor cost),thousands,321730,
2013,Canada,Salaries and wages,thousands,104415,
2013,Newfoundland and Labrador,Gross output,thousands,107395,
2013,Newfoundland and Labrador,Total operating revenue,thousands,,x
2013,Newfoundland and Labrador,Sales of aqua products and services,thousands,118610,
2013,Newfoundland and Labrador,Gross value added (factor cost),thousands,11115,
2013,Newfoundland and Labrador,Salaries and wages,thousands,11450,
2013,Prince Edward Island,Gross output,thousands,41955,
2013,Prince Edward Island,Total operating revenue,thousands,41300,
2013,Prince Edward Island,Sales of aqua products and services,thousands,40615,
2013,Prince Edward Island,Gross value added (factor cost),thousands,26995,
2013,Prince Edward Island,Salaries and wages,thousands,8370,
2013,Nova Scotia,Gross output,thousands,64170,
2013,Nova Scotia,Total operating revenue,thousands,57885,
2013,Nova Scotia,Sales of aqua products and services,thousands,54610,
2013,Nova Scotia,Gross value added (factor cost),thousands,26420,
2013,Nova Scotia,Salaries and wages,thousands,5350,
2013,New Brunswick,Gross output,thousands,155160,
2013,New Brunswick,Total operating revenue,thousands,,x
2013,New Brunswick,Sales of aqua products and services,thousands,123010,
2013,New Brunswick,Gross value added (factor cost),thousands,31240,
2013,New Brunswick,Salaries and wages,thousands,14970,
2013,Quebec,Gross output,thousands,13545,
2013,Quebec,Total operating revenue,thousands,13785,
2013,Quebec,Sales of aqua products and services,thousands,12385,
2013,Quebec,Gross value added (factor cost),thousands,6910,
2013,Quebec,Salaries and wages,thousands,2080,
2013,Ontario,Gross output,thousands,20840,
2013,Ontario,Total operating revenue,thousands,19885,
2013,Ontario,Sales of aqua products and services,thousands,19315,
2013,Ontario,Gross value added (factor cost),thousands,8490,
2013,Ontario,Salaries and wages,thousands,2900,
2013,Prairie provinces,Gross output,thousands,,x
2013,Prairie provinces,Total operating revenue,thousands,,x
2013,Prairie provinces,Sales of aqua products and services,thousands,,x
2013,Prairie provinces,Gross value added (factor cost),thousands,,x
2013,Prairie provinces,Salaries and wages,thousands,,x
2013,British Columbia,Gross output,thousands,515145,
2013,British Columbia,Total operating revenue,thousands,501210,
2013,British Columbia,Sales of aqua products and services,thousands,497760,
2013,British Columbia,Gross value added (factor cost),thousands,210560,
2013,British Columbia,Salaries and wages,thousands,59295,
2014,Canada,Gross output,thousands,945825,
2014,Canada,Total operating revenue,thousands,801470,
2014,Canada,Sales of aqua products and services,thousands,779795,
2014,Canada,Gross value added (factor cost),thousands,279475,
2014,Canada,Salaries and wages,thousands,106620,
2014,Newfoundland and Labrador,Gross output,thousands,102670,
2014,Newfoundland and Labrador,Total operating revenue,thousands,,x
2014,Newfoundland and Labrador,Sales of aqua products and services,thousands,58450,
2014,Newfoundland and Labrador,Gross value added (factor cost),thousands,,x
2014,Newfoundland and Labrador,Salaries and wages,thousands,10260,
2014,Prince Edward Island,Gross output,thousands,48570,
2014,Prince Edward Island,Total operating revenue,thousands,46505,
2014,Prince Edward Island,Sales of aqua products and services,thousands,45855,
2014,Prince Edward Island,Gross value added (factor cost),thousands,31080,
2014,Prince Edward Island,Salaries and wages,thousands,8235,
2014,Nova Scotia,Gross output,thousands,74430,
2014,Nova Scotia,Total operating revenue,thousands,,x
2014,Nova Scotia,Sales of aqua products and services,thousands,60455,
2014,Nova Scotia,Gross value added (factor cost),thousands,,x
2014,Nova Scotia,Salaries and wages,thousands,5235,
2014,New Brunswick,Gross output,thousands,168275,
2014,New Brunswick,Total operating revenue,thousands,144405,
2014,New Brunswick,Sales of aqua products and services,thousands,138725,
2014,New Brunswick,Gross value added (factor cost),thousands,35650,
2014,New Brunswick,Salaries and wages,thousands,15385,
2014,Quebec,Gross output,thousands,12305,
2014,Quebec,Total operating revenue,thousands,12290,
2014,Quebec,Sales of aqua products and services,thousands,11285,
2014,Quebec,Gross value added (factor cost),thousands,5670,
2014,Quebec,Salaries and wages,thousands,2215,
2014,Ontario,Gross output,thousands,21350,
2014,Ontario,Total operating revenue,thousands,22505,
2014,Ontario,Sales of aqua products and services,thousands,22085,
2014,Ontario,Gross value added (factor cost),thousands,2110,
2014,Ontario,Salaries and wages,thousands,3485,
2014,Prairie provinces,Gross output,thousands,,x
2014,Prairie provinces,Total operating revenue,thousands,,x
2014,Prairie provinces,Sales of aqua products and services,thousands,,x
2014,Prairie provinces,Gross value added (factor cost),thousands,,x
2014,Prairie provinces,Salaries and wages,thousands,,x
2014,British Columbia,Gross output,thousands,518225,
2014,British Columbia,Total operating revenue,thousands,445940,
2014,British Columbia,Sales of aqua products and services,thousands,442940,
2014,British Columbia,Gross value added (factor cost),thousands,170770,
2014,British Columbia,Salaries and wages,thousands,61805,
2015,Canada,Gross output,thousands,1020800,
2015,Canada,Total operating revenue,thousands,972225,
2015,Canada,Sales of aqua products and services,thousands,928520,
2015,Canada,Gross value added (factor cost),thousands,176945,
2015,Canada,Salaries and wages,thousands,110400,
2015,Newfoundland and Labrador,Gross output,thousands,142435,
2015,Newfoundland and Labrador,Total operating revenue,thousands,,x
2015,Newfoundland and Labrador,Sales of aqua products and services,thousands,110715,
2015,Newfoundland and Labrador,Gross value added (factor cost),thousands,17210,
2015,Newfoundland and Labrador,Salaries and wages,thousands,10480,
2015,Prince Edward Island,Gross output,thousands,45865,
2015,Prince Edward Island,Total operating revenue,thousands,,x
2015,Prince Edward Island,Sales of aqua products and services,thousands,43740,
2015,Prince Edward Island,Gross value added (factor cost),thousands,,x
2015,Prince Edward Island,Salaries and wages,thousands,8530,
2015,Nova Scotia,Gross output,thousands,70680,
2015,Nova Scotia,Total operating revenue,thousands,80635,
2015,Nova Scotia,Sales of aqua products and services,thousands,58505,
2015,Nova Scotia,Gross value added (factor cost),thousands,,x
2015,Nova Scotia,Salaries and wages,thousands,5585,
2015,New Brunswick,Gross output,thousands,182995,
2015,New Brunswick,Total operating revenue,thousands,,x
2015,New Brunswick,Sales of aqua products and services,thousands,168600,
2015,New Brunswick,Gross value added (factor cost),thousands,,x
2015,New Brunswick,Salaries and wages,thousands,15720,
2015,Quebec,Gross output,thousands,11660,
2015,Quebec,Total operating revenue,thousands,11380,
2015,Quebec,Sales of aqua products and services,thousands,10210,
2015,Quebec,Gross value added (factor cost),thousands,3955,
2015,Quebec,Salaries and wages,thousands,2275,
2015,Ontario,Gross output,thousands,28540,
2015,Ontario,Total operating revenue,thousands,,x
2015,Ontario,Sales of aqua products and services,thousands,25770,
2015,Ontario,Gross value added (factor cost),thousands,,x
2015,Ontario,Salaries and wages,thousands,3955,
2015,Prairie provinces,Gross output,thousands,,x
2015,Prairie provinces,Total operating revenue,thousands,,x
2015,Prairie provinces,Sales of aqua products and services,thousands,,x
2015,Prairie provinces,Gross value added (factor cost),thousands,,x
2015,Prairie provinces,Salaries and wages,thousands,,x
2015,British Columbia,Gross output,thousands,538625,
2015,British Columbia,Total operating revenue,thousands,519915,
2015,British Columbia,Sales of aqua products and services,thousands,510980,
2015,British Columbia,Gross value added (factor cost),thousands,,x
2015,British Columbia,Salaries and wages,thousands,63855,
2016,Canada,Gross output,thousands,1425280,
2016,Canada,Total operating revenue,thousands,1400495,
2016,Canada,Sales of aqua products and services,thousands,1360445,
2016,Canada,Gross value added (factor cost),thousands,598605,
2016,Canada,Salaries and wages,thousands,115530,
2016,Newfoundland and Labrador,Gross output,thousands,179990,
2016,Newfoundland and Labrador,Total operating revenue,thousands,,x
2016,Newfoundland and Labrador,Sales of aqua products and services,thousands,167540,
2016,Newfoundland and Labrador,Gross value added (factor cost),thousands,,x
2016,Newfoundland and Labrador,Salaries and wages,thousands,10425,
2016,Prince Edward Island,Gross output,thousands,50770,
2016,Prince Edward Island,Total operating revenue,thousands,50480,
2016,Prince Edward Island,Sales of aqua products and services,thousands,49995,
2016,Prince Edward Island,Gross value added (factor cost),thousands,24010,
2016,Prince Edward Island,Salaries and wages,thousands,9095,
2016,Nova Scotia,Gross output,thousands,,x
2016,Nova Scotia,Total operating revenue,thousands,69135,
2016,Nova Scotia,Sales of aqua products and services,thousands,,x
2016,Nova Scotia,Gross value added (factor cost),thousands,,x
2016,Nova Scotia,Salaries and wages,thousands,5590,
2016,New Brunswick,Gross output,thousands,,x
2016,New Brunswick,Total operating revenue,thousands,,x
2016,New Brunswick,Sales of aqua products and services,thousands,,x
2016,New Brunswick,Gross value added (factor cost),thousands,,x
2016,New Brunswick,Salaries and wages,thousands,16235,
2016,Quebec,Gross output,thousands,12980,
2016,Quebec,Total operating revenue,thousands,12925,
2016,Quebec,Sales of aqua products and services,thousands,11415,
2016,Quebec,Gross value added (factor cost),thousands,4485,
2016,Quebec,Salaries and wages,thousands,2630,
2016,Ontario,Gross output,thousands,33335,
2016,Ontario,Total operating revenue,thousands,33530,
2016,Ontario,Sales of aqua products and services,thousands,32910,
2016,Ontario,Gross value added (factor cost),thousands,11390,
2016,Ontario,Salaries and wages,thousands,4005,
2016,Prairie provinces,Gross output,thousands,,x
2016,Prairie provinces,Total operating revenue,thousands,,x
2016,Prairie provinces,Sales of aqua products and services,thousands,,x
2016,Prairie provinces,Gross value added (factor cost),thousands,,x
2016,Prairie provinces,Salaries and wages,thousands,,x
2016,British Columbia,Gross output,thousands,801830,
2016,British Columbia,Total operating revenue,thousands,798985,
2016,British Columbia,Sales of aqua products and services,thousands,785720,
2016,British Columbia,Gross value added (factor cost),thousands,,x
2016,British Columbia,Salaries and wages,thousands,67550,
2017,Canada,Gross output,thousands,1477640,
2017,Canada,Total operating revenue,thousands,1415585,
2017,Canada,Sales of aqua products and services,thousands,1400395,
2017,Canada,Gross value added (factor cost),thousands,563700,
2017,Canada,Salaries and wages,thousands,122065,
2017,Newfoundland and Labrador,Gross output,thousands,159395,
2017,Newfoundland and Labrador,Total operating revenue,thousands,163315,
2017,Newfoundland and Labrador,Sales of aqua products and services,thousands,,x
2017,Newfoundland and Labrador,Gross value added (factor cost),thousands,,x
2017,Newfoundland and Labrador,Salaries and wages,thousands,10745,
2017,Prince Edward Island,Gross output,thousands,53915,
2017,Prince Edward Island,Total operating revenue,thousands,52830,
2017,Prince Edward Island,Sales of aqua products and services,thousands,,x
2017,Prince Edward Island,Gross value added (factor cost),thousands,26015,
2017,Prince Edward Island,Salaries and wages,thousands,9640,
2017,Nova Scotia,Gross output,thousands,113995,
2017,Nova Scotia,Total operating revenue,thousands,120975,
2017,Nova Scotia,Sales of aqua products and services,thousands,119095,
2017,Nova Scotia,Gross value added (factor cost),thousands,55685,
2017,Nova Scotia,Salaries and wages,thousands,5775,
2017,New Brunswick,Gross output,thousands,264750,
2017,New Brunswick,Total operating revenue,thousands,247140,
2017,New Brunswick,Sales of aqua products and services,thousands,244245,
2017,New Brunswick,Gross value added (factor cost),thousands,,x
2017,New Brunswick,Salaries and wages,thousands,18380,
2017,Quebec,Gross output,thousands,13350,
2017,Quebec,Total operating revenue,thousands,13945,
2017,Quebec,Sales of aqua products and services,thousands,12400,
2017,Quebec,Gross value added (factor cost),thousands,4550,
2017,Quebec,Salaries and wages,thousands,2830,
2017,Ontario,Gross output,thousands,36880,
2017,Ontario,Total operating revenue,thousands,34805,
2017,Ontario,Sales of aqua products and services,thousands,34190,
2017,Ontario,Gross value added (factor cost),thousands,8850,
2017,Ontario,Salaries and wages,thousands,3965,
2017,Prairie provinces,Gross output,thousands,,x
2017,Prairie provinces,Total operating revenue,thousands,,x
2017,Prairie provinces,Sales of aqua products and services,thousands,,x
2017,Prairie provinces,Gross value added (factor cost),thousands,,x
2017,Prairie provinces,Salaries and wages,thousands,,x
2017,British Columbia,Gross output,thousands,835355,
2017,British Columbia,Total operating revenue,thousands,782575,
2017,British Columbia,Sales of aqua products and services,thousands,775780,
2017,British Columbia,Gross value added (factor cost),thousands,338015,
2017,British Columbia,Salaries and wages,thousands,70730,
2018,Canada,Gross output,thousands,1504405,
2018,Canada,Total operating revenue,thousands,1498890,
2018,Canada,Sales of aqua products and services,thousands,1461900,
2018,Canada,Gross value added (factor cost),thousands,485430,
2018,Canada,Salaries and wages,thousands,123825,
2018,Newfoundland and Labrador,Gross output,thousands,126250,
2018,Newfoundland and Labrador,Total operating revenue,thousands,139960,
2018,Newfoundland and Labrador,Sales of aqua products and services,thousands,139180,
2018,Newfoundland and Labrador,Gross value added (factor cost),thousands,5690,
2018,Newfoundland and Labrador,Salaries and wages,thousands,10235,
2018,Prince Edward Island,Gross output,thousands,60805,
2018,Prince Edward Island,Total operating revenue,thousands,59485,
2018,Prince Edward Island,Sales of aqua products and services,thousands,59050,
2018,Prince Edward Island,Gross value added (factor cost),thousands,28765,
2018,Prince Edward Island,Salaries and wages,thousands,9835,
2018,Nova Scotia,Gross output,thousands,103400,
2018,Nova Scotia,Total operating revenue,thousands,91800,
2018,Nova Scotia,Sales of aqua products and services,thousands,91010,
2018,Nova Scotia,Gross value added (factor cost),thousands,28595,
2018,Nova Scotia,Salaries and wages,thousands,6145,
2018,New Brunswick,Gross output,thousands,276725,
2018,New Brunswick,Total operating revenue,thousands,302790,
2018,New Brunswick,Sales of aqua products and services,thousands,,x
2018,New Brunswick,Gross value added (factor cost),thousands,97545,
2018,New Brunswick,Salaries and wages,thousands,19670,
2018,Quebec,Gross output,thousands,15050,
2018,Quebec,Total operating revenue,thousands,14985,
2018,Quebec,Sales of aqua products and services,thousands,,x
2018,Quebec,Gross value added (factor cost),thousands,5410,
2018,Quebec,Salaries and wages,thousands,2745,
2018,Ontario,Gross output,thousands,39095,
2018,Ontario,Total operating revenue,thousands,37665,
2018,Ontario,Sales of aqua products and services,thousands,32715,
2018,Ontario,Gross value added (factor cost),thousands,6170,
2018,Ontario,Salaries and wages,thousands,4105,
2018,Prairie provinces,Gross output,thousands,,x
2018,Prairie provinces,Total operating revenue,thousands,,x
2018,Prairie provinces,Sales of aqua products and services,thousands,,x
2018,Prairie provinces,Gross value added (factor cost),thousands,,x
2018,Prairie provinces,Salaries and wages,thousands,,x
2018,British Columbia,Gross output,thousands,883080,
2018,British Columbia,Total operating revenue,thousands,852205,
2018,British Columbia,Sales of aqua products and services,thousands,830030,
2018,British Columbia,Gross value added (factor cost),thousands,313255,
2018,British Columbia,Salaries and wages,thousands,71090,
2019,Canada,Gross output,thousands,1332382,
2019,Canada,Total operating revenue,thousands,1335970,
2019,Canada,Sales of aqua products and services,thousands,1273683,
2019,Canada,Gross value added (factor cost),thousands,305335,
2019,Canada,Salaries and wages,thousands,138607,
2019,Newfoundland and Labrador,Gross output,thousands,95029,
2019,Newfoundland and Labrador,Total operating revenue,thousands,137041,
2019,Newfoundland and Labrador,Sales of aqua products and services,thousands,,x
2019,Newfoundland and Labrador,Gross value added (factor cost),thousands,-41729,
2019,Newfoundland and Labrador,Salaries and wages,thousands,13695,
2019,Prince Edward Island,Gross output,thousands,89154,
2019,Prince Edward Island,Total operating revenue,thousands,89273,
2019,Prince Edward Island,Sales of aqua products and services,thousands,69052,
2019,Prince Edward Island,Gross value added (factor cost),thousands,50951,
2019,Prince Edward Island,Salaries and wages,thousands,10681,
2019,Nova Scotia,Gross output,thousands,96065,
2019,Nova Scotia,Total operating revenue,thousands,86600,
2019,Nova Scotia,Sales of aqua products and services,thousands,85872,
2019,Nova Scotia,Gross value added (factor cost),thousands,29068,
2019,Nova Scotia,Salaries and wages,thousands,7495,
2019,New Brunswick,Gross output,thousands,240566,
2019,New Brunswick,Total operating revenue,thousands,222338,
2019,New Brunswick,Sales of aqua products and services,thousands,214390,
2019,New Brunswick,Gross value added (factor cost),thousands,77099,
2019,New Brunswick,Salaries and wages,thousands,22946,
2019,Quebec,Gross output,thousands,16573,
2019,Quebec,Total operating revenue,thousands,16332,
2019,Quebec,Sales of aqua products and services,thousands,14896,
2019,Quebec,Gross value added (factor cost),thousands,6927,
2019,Quebec,Salaries and wages,thousands,2992,
2019,Ontario,Gross output,thousands,38691,
2019,Ontario,Total operating revenue,thousands,39265,
2019,Ontario,Sales of aqua products and services,thousands,,x
2019,Ontario,Gross value added (factor cost),thousands,2424,
2019,Ontario,Salaries and wages,thousands,4944,
2019,Prairie provinces,Gross output,thousands,,x
2019,Prairie provinces,Total operating revenue,thousands,,x
2019,Prairie provinces,Sales of aqua products and services,thousands,,x
2019,Prairie provinces,Gross value added (factor cost),thousands,,x
2019,Prairie provinces,Salaries and wages,thousands,,x
2019,British Columbia,Gross output,thousands,756304,
2019,British Columbia,Total operating revenue,thousands,745121,
2019,British Columbia,Sales of aqua products and services,thousands,726695,
2019,British Columbia,Gross value added (factor cost),thousands,180595,
2019,British Columbia,Salaries and wages,thousands,75853,
2020,Canada,Gross output,thousands,1115053,
2020,Canada,Total operating revenue,thousands,1112600,
2020,Canada,Sales of aqua products and services,thousands,1059140,
2020,Canada,Gross value added (factor cost),thousands,147301,
2020,Canada,Salaries and wages,thousands,140583,
2020,Newfoundland and Labrador,Gross output,thousands,93879,
2020,Newfoundland and Labrador,Total operating revenue,thousands,60471,
2020,Newfoundland and Labrador,Sales of aqua products and services,thousands,57785,E
2020,Newfoundland and Labrador,Gross value added (factor cost),thousands,3219,
2020,Newfoundland and Labrador,Salaries and wages,thousands,12125,
2020,Prince Edward Island,Gross output,thousands,37514,
2020,Prince Edward Island,Total operating revenue,thousands,36940,
